0 0 0 -1  鬼0 无将 胡了
0 2 0 1111  鬼2 无将 胡东胡南胡西胡北
0 2 1 -1  鬼2 有将 胡了
0 4 1 1111  鬼4 有将 胡东胡南胡西胡北
0 1 1 1111  鬼1 有将 胡东胡南胡西胡北
0 3 0 -1  鬼3 无将 胡了
3422 3 0 1011 东东东南南南南西西北北 鬼3 无将 胡东胡西胡北
3422 3 1 -1 东东东南南南南西西北北 鬼3 有将 胡了
3421 0 1 1011 东东东南南南南西西北 鬼0 有将 胡东胡西胡北
3421 2 0 -1 东东东南南南南西西北 鬼2 无将 胡了
3421 4 0 1011 东东东南南南南西西北 鬼4 无将 胡东胡西胡北
3421 4 1 -1 东东东南南南南西西北 鬼4 有将 胡了
3421 1 0 1011 东东东南南南南西西北 鬼1 无将 胡东胡西胡北
3421 1 1 -1 东东东南南南南西西北 鬼1 有将 胡了
3421 3 1 1011 东东东南南南南西西北 鬼3 有将 胡东胡西胡北
3434 0 0 1010 东东东南南南南西西西北北北北 鬼0 无将 胡东胡西
3434 0 1 -1 东东东南南南南西西西北北北北 鬼0 有将 胡了
3430 0 1 1011 东东东南南南南西西西 鬼0 有将 胡东胡西胡北
3430 2 0 -1 东东东南南南南西西西 鬼2 无将 胡了
3430 4 0 1011 东东东南南南南西西西 鬼4 无将 胡东胡西胡北
2410 0 1 1011 东东南南南南西 鬼0 有将 胡东胡西胡北
3430 4 1 -1 东东东南南南南西西西 鬼4 有将 胡了
2410 2 0 -1 东东南南南南西 鬼2 无将 胡了
2410 4 0 1011 东东南南南南西 鬼4 无将 胡东胡西胡北
3430 1 0 1011 东东东南南南南西西西 鬼1 无将 胡东胡西胡北
3430 1 1 -1 东东东南南南南西西西 鬼1 有将 胡了
2410 4 1 -1 东东南南南南西 鬼4 有将 胡了
3430 3 1 1011 东东东南南南南西西西 鬼3 有将 胡东胡西胡北
2410 1 0 1011 东东南南南南西 鬼1 无将 胡东胡西胡北
2410 1 1 -1 东东南南南南西 鬼1 有将 胡了
2410 3 1 1011 东东南南南南西 鬼3 有将 胡东胡西胡北
3433 0 1 1011 东东东南南南南西西西北北北 鬼0 有将 胡东胡西胡北
3433 1 0 1011 东东东南南南南西西西北北北 鬼1 无将 胡东胡西胡北
3433 1 1 -1 东东东南南南南西西西北北北 鬼1 有将 胡了
3432 0 0 -1 东东东南南南南西西西北北 鬼0 无将 胡了
3432 2 0 1011 东东东南南南南西西西北北 鬼2 无将 胡东胡西胡北
3432 2 1 -1 东东东南南南南西西西北北 鬼2 有将 胡了
3432 1 1 1011 东东东南南南南西西西北北 鬼1 有将 胡东胡西胡北
2403 2 0 1011 东东南南南南北北北 鬼2 无将 胡东胡西胡北
2403 2 1 -1 东东南南南南北北北 鬼2 有将 胡了
2403 4 1 1011 东东南南南南北北北 鬼4 有将 胡东胡西胡北
2403 1 1 1011 东东南南南南北北北 鬼1 有将 胡东胡西胡北
2403 3 0 -1 东东南南南南北北北 鬼3 无将 胡了
3441 0 0 -1 东东东南南南南西西西西北 鬼0 无将 胡了
3441 2 0 1001 东东东南南南南西西西西北 鬼2 无将 胡东胡北
3441 2 1 -1 东东东南南南南西西西西北 鬼2 有将 胡了
3441 1 1 1001 东东东南南南南西西西西北 鬼1 有将 胡东胡北
3431 0 0 1011 东东东南南南南西西西北 鬼0 无将 胡东胡西胡北
3442 0 1 1001 东东东南南南南西西西西北北 鬼0 有将 胡东胡北
3431 0 1 -1 东东东南南南南西西西北 鬼0 有将 胡了
3442 1 0 1001 东东东南南南南西西西西北北 鬼1 无将 胡东胡北
3442 1 1 -1 东东东南南南南西西西西北北 鬼1 有将 胡了
3431 2 1 1011 东东东南南南南西西西北 鬼2 有将 胡东胡西胡北
3431 1 0 -1 东东东南南南南西西西北 鬼1 无将 胡了
3431 3 0 1011 东东东南南南南西西西北 鬼3 无将 胡东胡西胡北
3431 3 1 -1 东东东南南南南西西西北 鬼3 有将 胡了
3443 0 0 1001 东东东南南南南西西西西北北北 鬼0 无将 胡东胡北
3440 0 0 1001 东东东南南南南西西西西 鬼0 无将 胡东胡北
3440 0 1 -1 东东东南南南南西西西西 鬼0 有将 胡了
3443 0 1 -1 东东东南南南南西西西西北北北 鬼0 有将 胡了
3440 2 1 1001 东东东南南南南西西西西 鬼2 有将 胡东胡北
3440 1 0 -1 东东东南南南南西西西西 鬼1 无将 胡了
3440 3 0 1001 东东东南南南南西西西西 鬼3 无将 胡东胡北
3440 3 1 -1 东东东南南南南西西西西 鬼3 有将 胡了
2414 0 0 1010 东东南南南南西北北北北 鬼0 无将 胡东胡西
2414 0 1 -1 东东南南南南西北北北北 鬼0 有将 胡了
2414 2 1 1010 东东南南南南西北北北北 鬼2 有将 胡东胡西
2414 1 0 -1 东东南南南南西北北北北 鬼1 无将 胡了
2414 3 0 1010 东东南南南南西北北北北 鬼3 无将 胡东胡西
2414 3 1 -1 东东南南南南西北北北北 鬼3 有将 胡了
2412 0 0 -1 东东南南南南西北北 鬼0 无将 胡了
2412 2 0 1011 东东南南南南西北北 鬼2 无将 胡东胡西胡北
2412 2 1 -1 东东南南南南西北北 鬼2 有将 胡了
2412 4 1 1011 东东南南南南西北北 鬼4 有将 胡东胡西胡北
2412 1 1 1011 东东南南南南西北北 鬼1 有将 胡东胡西胡北
2412 3 0 -1 东东南南南南西北北 鬼3 无将 胡了
2411 0 0 1011 东东南南南南西北 鬼0 无将 胡东胡西胡北
2411 0 1 -1 东东南南南南西北 鬼0 有将 胡了
2411 2 1 1011 东东南南南南西北 鬼2 有将 胡东胡西胡北
2411 4 0 -1 东东南南南南西北 鬼4 无将 胡了
1400 0 0 11 东南南南南 鬼0 无将 胡西胡北
2411 1 0 -1 东东南南南南西北 鬼1 无将 胡了
1400 2 1 1011 东南南南南 鬼2 有将 胡东胡西胡北
1400 4 0 -1 东南南南南 鬼4 无将 胡了
1400 1 0 -1 东南南南南 鬼1 无将 胡了
2411 3 0 1011 东东南南南南西北 鬼3 无将 胡东胡西胡北
1400 3 0 1011 东南南南南 鬼3 无将 胡东胡西胡北
2411 3 1 -1 东东南南南南西北 鬼3 有将 胡了
1400 3 1 -1 东南南南南 鬼3 有将 胡了
2420 0 0 1 东东南南南南西西 鬼0 无将 胡北
2420 0 1 -1 东东南南南南西西 鬼0 有将 胡了
2420 2 1 1011 东东南南南南西西 鬼2 有将 胡东胡西胡北
2420 4 0 -1 东东南南南南西西 鬼4 无将 胡了
2420 1 0 -1 东东南南南南西西 鬼1 无将 胡了
2420 3 0 1011 东东南南南南西西 鬼3 无将 胡东胡西胡北
2420 3 1 -1 东东南南南南西西 鬼3 有将 胡了
2413 0 1 1011 东东南南南南西北北北 鬼0 有将 胡东胡西胡北
2413 2 0 -1 东东南南南南西北北北 鬼2 无将 胡了
2413 4 0 1011 东东南南南南西北北北 鬼4 无将 胡东胡西胡北
2413 4 1 -1 东东南南南南西北北北 鬼4 有将 胡了
2413 1 0 1011 东东南南南南西北北北 鬼1 无将 胡东胡西胡北
2413 1 1 -1 东东南南南南西北北北 鬼1 有将 胡了
2413 3 1 1011 东东南南南南西北北北 鬼3 有将 胡东胡西胡北
1401 0 0 -1 东南南南南北 鬼0 无将 胡了
1401 2 0 1011 东南南南南北 鬼2 无将 胡东胡西胡北
1401 2 1 -1 东南南南南北 鬼2 有将 胡了
1401 4 1 1011 东南南南南北 鬼4 有将 胡东胡西胡北
1401 1 1 1011 东南南南南北 鬼1 有将 胡东胡西胡北
1401 3 0 -1 东南南南南北 鬼3 无将 胡了
1404 0 0 -1 东南南南南北北北北 鬼0 无将 胡了
1404 2 0 1010 东南南南南北北北北 鬼2 无将 胡东胡西
1404 2 1 -1 东南南南南北北北北 鬼2 有将 胡了
1404 4 1 1010 东南南南南北北北北 鬼4 有将 胡东胡西
1404 1 1 1010 东南南南南北北北北 鬼1 有将 胡东胡西
1404 3 0 -1 东南南南南北北北北 鬼3 无将 胡了
1403 0 0 11 东南南南南北北北 鬼0 无将 胡西胡北
1403 0 1 -1 东南南南南北北北 鬼0 有将 胡了
1403 2 1 1011 东南南南南北北北 鬼2 有将 胡东胡西胡北
1403 4 0 -1 东南南南南北北北 鬼4 无将 胡了
1403 1 0 -1 东南南南南北北北 鬼1 无将 胡了
1403 3 0 1011 东南南南南北北北 鬼3 无将 胡东胡西胡北
1403 3 1 -1 东南南南南北北北 鬼3 有将 胡了
1402 0 1 1011 东南南南南北北 鬼0 有将 胡东胡西胡北
1402 2 0 -1 东南南南南北北 鬼2 无将 胡了
1402 4 0 1011 东南南南南北北 鬼4 无将 胡东胡西胡北
1402 4 1 -1 东南南南南北北 鬼4 有将 胡了
1402 1 0 1011 东南南南南北北 鬼1 无将 胡东胡西胡北
1402 1 1 -1 东南南南南北北 鬼1 有将 胡了
1402 3 1 1011 东南南南南北北 鬼3 有将 胡东胡西胡北
2424 0 0 -1 东东南南南南西西北北北北 鬼0 无将 胡了
2424 2 0 1010 东东南南南南西西北北北北 鬼2 无将 胡东胡西
2424 2 1 -1 东东南南南南西西北北北北 鬼2 有将 胡了
2424 1 1 1010 东东南南南南西西北北北北 鬼1 有将 胡东胡西
2423 0 0 1011 东东南南南南西西北北北 鬼0 无将 胡东胡西胡北
2423 0 1 -1 东东南南南南西西北北北 鬼0 有将 胡了
2423 2 1 1011 东东南南南南西西北北北 鬼2 有将 胡东胡西胡北
2423 1 0 -1 东东南南南南西西北北北 鬼1 无将 胡了
2423 3 0 1011 东东南南南南西西北北北 鬼3 无将 胡东胡西胡北
2423 3 1 -1 东东南南南南西西北北北 鬼3 有将 胡了
2421 0 0 -1 东东南南南南西西北 鬼0 无将 胡了
2421 2 0 1011 东东南南南南西西北 鬼2 无将 胡东胡西胡北
2421 2 1 -1 东东南南南南西西北 鬼2 有将 胡了
2421 4 1 1011 东东南南南南西西北 鬼4 有将 胡东胡西胡北
2421 1 1 1011 东东南南南南西西北 鬼1 有将 胡东胡西胡北
2421 3 0 -1 东东南南南南西西北 鬼3 无将 胡了
1410 0 0 -1 东南南南南西 鬼0 无将 胡了
1410 2 0 1011 东南南南南西 鬼2 无将 胡东胡西胡北
1410 2 1 -1 东南南南南西 鬼2 有将 胡了
1410 4 1 1011 东南南南南西 鬼4 有将 胡东胡西胡北
1410 1 1 1011 东南南南南西 鬼1 有将 胡东胡西胡北
1410 3 0 -1 东南南南南西 鬼3 无将 胡了
2422 0 1 1011 东东南南南南西西北北 鬼0 有将 胡东胡西胡北
2422 2 0 -1 东东南南南南西西北北 鬼2 无将 胡了
2422 4 0 1011 东东南南南南西西北北 鬼4 无将 胡东胡西胡北
2422 4 1 -1 东东南南南南西西北北 鬼4 有将 胡了
2422 1 0 1011 东东南南南南西西北北 鬼1 无将 胡东胡西胡北
2422 1 1 -1 东东南南南南西西北北 鬼1 有将 胡了
2422 3 1 1011 东东南南南南西西北北 鬼3 有将 胡东胡西胡北
2434 0 1 1010 东东南南南南西西西北北北北 鬼0 有将 胡东胡西
2434 1 0 1010 东东南南南南西西西北北北北 鬼1 无将 胡东胡西
2434 1 1 -1 东东南南南南西西西北北北北 鬼1 有将 胡了
1411 0 1 1011 东南南南南西北 鬼0 有将 胡东胡西胡北
1411 2 0 -1 东南南南南西北 鬼2 无将 胡了
1411 4 0 1011 东南南南南西北 鬼4 无将 胡东胡西胡北
1411 4 1 -1 东南南南南西北 鬼4 有将 胡了
1411 1 0 1011 东南南南南西北 鬼1 无将 胡东胡西胡北
1411 1 1 -1 东南南南南西北 鬼1 有将 胡了
1411 3 1 1011 东南南南南西北 鬼3 有将 胡东胡西胡北
2433 0 0 -1 东东南南南南西西西北北北 鬼0 无将 胡了
2433 2 0 1011 东东南南南南西西西北北北 鬼2 无将 胡东胡西胡北
2433 2 1 -1 东东南南南南西西西北北北 鬼2 有将 胡了
2433 1 1 1011 东东南南南南西西西北北北 鬼1 有将 胡东胡西胡北
2430 2 0 1011 东东南南南南西西西 鬼2 无将 胡东胡西胡北
2430 2 1 -1 东东南南南南西西西 鬼2 有将 胡了
2430 4 1 1011 东东南南南南西西西 鬼4 有将 胡东胡西胡北
2430 1 1 1011 东东南南南南西西西 鬼1 有将 胡东胡西胡北
2430 3 0 -1 东东南南南南西西西 鬼3 无将 胡了
2432 0 0 1011 东东南南南南西西西北北 鬼0 无将 胡东胡西胡北
2432 0 1 -1 东东南南南南西西西北北 鬼0 有将 胡了
2432 2 1 1011 东东南南南南西西西北北 鬼2 有将 胡东胡西胡北
2432 1 0 -1 东东南南南南西西西北北 鬼1 无将 胡了
2432 3 0 1011 东东南南南南西西西北北 鬼3 无将 胡东胡西胡北
2432 3 1 -1 东东南南南南西西西北北 鬼3 有将 胡了
1413 0 0 -1 东南南南南西北北北 鬼0 无将 胡了
1412 0 0 1011 东南南南南西北北 鬼0 无将 胡东胡西胡北
2442 0 0 -1 东东南南南南西西西西北北 鬼0 无将 胡了
1414 0 1 1010 东南南南南西北北北北 鬼0 有将 胡东胡西
2440 0 1 1001 东东南南南南西西西西 鬼0 有将 胡东胡北
1412 0 1 -1 东南南南南西北北 鬼0 有将 胡了
1413 2 0 1011 东南南南南西北北北 鬼2 无将 胡东胡西胡北
1413 2 1 -1 东南南南南西北北北 鬼2 有将 胡了
1412 2 1 1011 东南南南南西北北 鬼2 有将 胡东胡西胡北
1412 4 0 -1 东南南南南西北北 鬼4 无将 胡了
1412 1 0 -1 东南南南南西北北 鬼1 无将 胡了
2440 2 0 -1 东东南南南南西西西西 鬼2 无将 胡了
1414 2 0 -1 东南南南南西北北北北 鬼2 无将 胡了
2442 2 0 1001 东东南南南南西西西西北北 鬼2 无将 胡东胡北
2442 2 1 -1 东东南南南南西西西西北北 鬼2 有将 胡了
2442 1 1 1001 东东南南南南西西西西北北 鬼1 有将 胡东胡北
1414 4 0 1010 东南南南南西北北北北 鬼4 无将 胡东胡西
1414 4 1 -1 东南南南南西北北北北 鬼4 有将 胡了
1414 1 0 1010 东南南南南西北北北北 鬼1 无将 胡东胡西
2440 4 0 1001 东东南南南南西西西西 鬼4 无将 胡东胡北
1412 3 0 1011 东南南南南西北北 鬼3 无将 胡东胡西胡北
2440 4 1 -1 东东南南南南西西西西 鬼4 有将 胡了
2441 0 0 1001 东东南南南南西西西西北 鬼0 无将 胡东胡北
2441 0 1 -1 东东南南南南西西西西北 鬼0 有将 胡了
1413 4 1 1011 东南南南南西北北北 鬼4 有将 胡东胡西胡北
2443 0 1 1001 东东南南南南西西西西北北北 鬼0 有将 胡东胡北
1413 1 1 1011 东南南南南西北北北 鬼1 有将 胡东胡西胡北
2443 1 0 1001 东东南南南南西西西西北北北 鬼1 无将 胡东胡北
2441 2 1 1001 东东南南南南西西西西北 鬼2 有将 胡东胡北
2440 1 0 1001 东东南南南南西西西西 鬼1 无将 胡东胡北
1412 3 1 -1 东南南南南西北北 鬼3 有将 胡了
2440 1 1 -1 东东南南南南西西西西 鬼1 有将 胡了
1414 1 1 -1 东南南南南西北北北北 鬼1 有将 胡了
1414 3 1 1010 东南南南南西北北北北 鬼3 有将 胡东胡西
2440 3 1 1001 东东南南南南西西西西 鬼3 有将 胡东胡北
2441 1 0 -1 东东南南南南西西西西北 鬼1 无将 胡了
2443 1 1 -1 东东南南南南西西西西北北北 鬼1 有将 胡了
1413 3 0 -1 东南南南南西北北北 鬼3 无将 胡了
2441 3 0 1001 东东南南南南西西西西北 鬼3 无将 胡东胡北
2441 3 1 -1 东东南南南南西西西西北 鬼3 有将 胡了
2431 0 1 1011 东东南南南南西西西北 鬼0 有将 胡东胡西胡北
2431 2 0 -1 东东南南南南西西西北 鬼2 无将 胡了
2444 0 0 1000 东东南南南南西西西西北北北北 鬼0 无将 胡东
2431 4 0 1011 东东南南南南西西西北 鬼4 无将 胡东胡西胡北
2444 0 1 -1 东东南南南南西西西西北北北北 鬼0 有将 胡了
2431 4 1 -1 东东南南南南西西西北 鬼4 有将 胡了
2431 1 0 1011 东东南南南南西西西北 鬼1 无将 胡东胡西胡北
2431 1 1 -1 东东南南南南西西西北 鬼1 有将 胡了
2431 3 1 1011 东东南南南南西西西北 鬼3 有将 胡东胡西胡北
1420 0 1 1011 东南南南南西西 鬼0 有将 胡东胡西胡北
1420 2 0 -1 东南南南南西西 鬼2 无将 胡了
1420 4 0 1011 东南南南南西西 鬼4 无将 胡东胡西胡北
1420 4 1 -1 东南南南南西西 鬼4 有将 胡了
1420 1 0 1011 东南南南南西西 鬼1 无将 胡东胡西胡北
1420 1 1 -1 东南南南南西西 鬼1 有将 胡了
1420 3 1 1011 东南南南南西西 鬼3 有将 胡东胡西胡北
400 2 0 -1 南南南南 鬼2 无将 胡了
400 4 0 1011 南南南南 鬼4 无将 胡东胡西胡北
400 4 1 -1 南南南南 鬼4 有将 胡了
400 1 0 1011 南南南南 鬼1 无将 胡东胡西胡北
400 3 1 1011 南南南南 鬼3 有将 胡东胡西胡北
401 0 0 1010 南南南南北 鬼0 无将 胡东胡西
401 2 1 1011 南南南南北 鬼2 有将 胡东胡西胡北
401 4 0 -1 南南南南北 鬼4 无将 胡了
401 1 0 -1 南南南南北 鬼1 无将 胡了
401 3 0 1011 南南南南北 鬼3 无将 胡东胡西胡北
401 3 1 -1 南南南南北 鬼3 有将 胡了
402 2 0 1011 南南南南北北 鬼2 无将 胡东胡西胡北
402 2 1 -1 南南南南北北 鬼2 有将 胡了
402 4 1 1011 南南南南北北 鬼4 有将 胡东胡西胡北
402 1 1 1011 南南南南北北 鬼1 有将 胡东胡西胡北
402 3 0 -1 南南南南北北 鬼3 无将 胡了
404 0 0 1010 南南南南北北北北 鬼0 无将 胡东胡西
1421 0 0 1011 东南南南南西西北 鬼0 无将 胡东胡西胡北
1421 0 1 -1 东南南南南西西北 鬼0 有将 胡了
1421 2 1 1011 东南南南南西西北 鬼2 有将 胡东胡西胡北
1421 4 0 -1 东南南南南西西北 鬼4 无将 胡了
1421 1 0 -1 东南南南南西西北 鬼1 无将 胡了
404 2 1 1010 南南南南北北北北 鬼2 有将 胡东胡西
404 4 0 -1 南南南南北北北北 鬼4 无将 胡了
1421 3 0 1011 东南南南南西西北 鬼3 无将 胡东胡西胡北
404 1 0 -1 南南南南北北北北 鬼1 无将 胡了
1421 3 1 -1 东南南南南西西北 鬼3 有将 胡了
404 3 0 1010 南南南南北北北北 鬼3 无将 胡东胡西
404 3 1 -1 南南南南北北北北 鬼3 有将 胡了
403 0 1 1010 南南南南北北北 鬼0 有将 胡东胡西
403 2 0 -1 南南南南北北北 鬼2 无将 胡了
403 4 0 1011 南南南南北北北 鬼4 无将 胡东胡西胡北
403 4 1 -1 南南南南北北北 鬼4 有将 胡了
403 1 0 1011 南南南南北北北 鬼1 无将 胡东胡西胡北
403 1 1 -1 南南南南北北北 鬼1 有将 胡了
403 3 1 1011 南南南南北北北 鬼3 有将 胡东胡西胡北
1424 0 0 1010 东南南南南西西北北北北 鬼0 无将 胡东胡西
1424 0 1 -1 东南南南南西西北北北北 鬼0 有将 胡了
1424 2 1 1010 东南南南南西西北北北北 鬼2 有将 胡东胡西
1424 1 0 -1 东南南南南西西北北北北 鬼1 无将 胡了
1424 3 0 1010 东南南南南西西北北北北 鬼3 无将 胡东胡西
1424 3 1 -1 东南南南南西西北北北北 鬼3 有将 胡了
410 0 0 1001 南南南南西 鬼0 无将 胡东胡北
410 2 1 1011 南南南南西 鬼2 有将 胡东胡西胡北
410 4 0 -1 南南南南西 鬼4 无将 胡了
410 1 0 -1 南南南南西 鬼1 无将 胡了
410 3 0 1011 南南南南西 鬼3 无将 胡东胡西胡北
410 3 1 -1 南南南南西 鬼3 有将 胡了
1422 0 0 -1 东南南南南西西北北 鬼0 无将 胡了
1422 2 0 1011 东南南南南西西北北 鬼2 无将 胡东胡西胡北
1422 2 1 -1 东南南南南西西北北 鬼2 有将 胡了
1422 4 1 1011 东南南南南西西北北 鬼4 有将 胡东胡西胡北
1422 1 1 1011 东南南南南西西北北 鬼1 有将 胡东胡西胡北
1422 3 0 -1 东南南南南西西北北 鬼3 无将 胡了
411 0 0 -1 南南南南西北 鬼0 无将 胡了
1430 0 0 11 东南南南南西西西 鬼0 无将 胡西胡北
1431 0 0 -1 东南南南南西西西北 鬼0 无将 胡了
1430 0 1 -1 东南南南南西西西 鬼0 有将 胡了
411 2 0 1011 南南南南西北 鬼2 无将 胡东胡西胡北
1430 2 1 1011 东南南南南西西西 鬼2 有将 胡东胡西胡北
1430 4 0 -1 东南南南南西西西 鬼4 无将 胡了
1430 1 0 -1 东南南南南西西西 鬼1 无将 胡了
1431 2 0 1011 东南南南南西西西北 鬼2 无将 胡东胡西胡北
1430 3 0 1011 东南南南南西西西 鬼3 无将 胡东胡西胡北
411 2 1 -1 南南南南西北 鬼2 有将 胡了
1430 3 1 -1 东南南南南西西西 鬼3 有将 胡了
1431 2 1 -1 东南南南南西西西北 鬼2 有将 胡了
411 4 1 1011 南南南南西北 鬼4 有将 胡东胡西胡北
1431 4 1 1011 东南南南南西西西北 鬼4 有将 胡东胡西胡北
411 1 1 1011 南南南南西北 鬼1 有将 胡东胡西胡北
411 3 0 -1 南南南南西北 鬼3 无将 胡了
1431 1 1 1011 东南南南南西西西北 鬼1 有将 胡东胡西胡北
1431 3 0 -1 东南南南南西西西北 鬼3 无将 胡了
1434 0 0 -1 东南南南南西西西北北北北 鬼0 无将 胡了
1434 2 0 1010 东南南南南西西西北北北北 鬼2 无将 胡东胡西
1434 2 1 -1 东南南南南西西西北北北北 鬼2 有将 胡了
1434 1 1 1010 东南南南南西西西北北北北 鬼1 有将 胡东胡西
1423 0 1 1011 东南南南南西西北北北 鬼0 有将 胡东胡西胡北
1423 2 0 -1 东南南南南西西北北北 鬼2 无将 胡了
1423 4 0 1011 东南南南南西西北北北 鬼4 无将 胡东胡西胡北
1423 4 1 -1 东南南南南西西北北北 鬼4 有将 胡了
1423 1 0 1011 东南南南南西西北北北 鬼1 无将 胡东胡西胡北
1423 1 1 -1 东南南南南西西北北北 鬼1 有将 胡了
1423 3 1 1011 东南南南南西西北北北 鬼3 有将 胡东胡西胡北
412 0 1 1011 南南南南西北北 鬼0 有将 胡东胡西胡北
412 2 0 -1 南南南南西北北 鬼2 无将 胡了
412 4 0 1011 南南南南西北北 鬼4 无将 胡东胡西胡北
412 4 1 -1 南南南南西北北 鬼4 有将 胡了
412 1 0 1011 南南南南西北北 鬼1 无将 胡东胡西胡北
412 1 1 -1 南南南南西北北 鬼1 有将 胡了
412 3 1 1011 南南南南西北北 鬼3 有将 胡东胡西胡北
413 0 0 1001 南南南南西北北北 鬼0 无将 胡东胡北
413 0 1 -1 南南南南西北北北 鬼0 有将 胡了
413 2 1 1011 南南南南西北北北 鬼2 有将 胡东胡西胡北
413 4 0 -1 南南南南西北北北 鬼4 无将 胡了
413 1 0 -1 南南南南西北北北 鬼1 无将 胡了
413 3 0 1011 南南南南西北北北 鬼3 无将 胡东胡西胡北
413 3 1 -1 南南南南西北北北 鬼3 有将 胡了
1433 0 0 1011 东南南南南西西西北北北 鬼0 无将 胡东胡西胡北
1433 0 1 -1 东南南南南西西西北北北 鬼0 有将 胡了
1433 2 1 1011 东南南南南西西西北北北 鬼2 有将 胡东胡西胡北
1433 1 0 -1 东南南南南西西西北北北 鬼1 无将 胡了
1433 3 0 1011 东南南南南西西西北北北 鬼3 无将 胡东胡西胡北
1433 3 1 -1 东南南南南西西西北北北 鬼3 有将 胡了
414 0 0 -1 南南南南西北北北北 鬼0 无将 胡了
420 2 0 1011 南南南南西西 鬼2 无将 胡东胡西胡北
420 2 1 -1 南南南南西西 鬼2 有将 胡了
420 4 1 1011 南南南南西西 鬼4 有将 胡东胡西胡北
414 2 0 1010 南南南南西北北北北 鬼2 无将 胡东胡西
414 2 1 -1 南南南南西北北北北 鬼2 有将 胡了
414 4 1 1010 南南南南西北北北北 鬼4 有将 胡东胡西
420 1 1 1011 南南南南西西 鬼1 有将 胡东胡西胡北
1432 0 1 1011 东南南南南西西西北北 鬼0 有将 胡东胡西胡北
1444 0 1 1000 东南南南南西西西西北北北北 鬼0 有将 胡东
420 3 0 -1 南南南南西西 鬼3 无将 胡了
414 1 1 1010 南南南南西北北北北 鬼1 有将 胡东胡西
1444 1 0 1000 东南南南南西西西西北北北北 鬼1 无将 胡东
1444 1 1 -1 东南南南南西西西西北北北北 鬼1 有将 胡了
1432 2 0 -1 东南南南南西西西北北 鬼2 无将 胡了
414 3 0 -1 南南南南西北北北北 鬼3 无将 胡了
1432 4 0 1011 东南南南南西西西北北 鬼4 无将 胡东胡西胡北
1432 4 1 -1 东南南南南西西西北北 鬼4 有将 胡了
1432 1 0 1011 东南南南南西西西北北 鬼1 无将 胡东胡西胡北
1442 0 0 1001 东南南南南西西西西北北 鬼0 无将 胡东胡北
1442 0 1 -1 东南南南南西西西西北北 鬼0 有将 胡了
1443 0 0 -1 东南南南南西西西西北北北 鬼0 无将 胡了
1442 2 1 1001 东南南南南西西西西北北 鬼2 有将 胡东胡北
1443 2 0 1001 东南南南南西西西西北北北 鬼2 无将 胡东胡北
1442 1 0 -1 东南南南南西西西西北北 鬼1 无将 胡了
1432 1 1 -1 东南南南南西西西北北 鬼1 有将 胡了
1432 3 1 1011 东南南南南西西西北北 鬼3 有将 胡东胡西胡北
1442 3 0 1001 东南南南南西西西西北北 鬼3 无将 胡东胡北
1443 2 1 -1 东南南南南西西西西北北北 鬼2 有将 胡了
1442 3 1 -1 东南南南南西西西西北北 鬼3 有将 胡了
1443 1 1 1001 东南南南南西西西西北北北 鬼1 有将 胡东胡北
1440 0 0 -1 东南南南南西西西西 鬼0 无将 胡了
1440 2 0 1001 东南南南南西西西西 鬼2 无将 胡东胡北
1440 2 1 -1 东南南南南西西西西 鬼2 有将 胡了
1440 4 1 1001 东南南南南西西西西 鬼4 有将 胡东胡北
1440 1 1 1001 东南南南南西西西西 鬼1 有将 胡东胡北
1440 3 0 -1 东南南南南西西西西 鬼3 无将 胡了
1441 0 1 1001 东南南南南西西西西北 鬼0 有将 胡东胡北
1441 2 0 -1 东南南南南西西西西北 鬼2 无将 胡了
1441 4 0 1001 东南南南南西西西西北 鬼4 无将 胡东胡北
1441 4 1 -1 东南南南南西西西西北 鬼4 有将 胡了
1441 1 0 1001 东南南南南西西西西北 鬼1 无将 胡东胡北
1441 1 1 -1 东南南南南西西西西北 鬼1 有将 胡了
1441 3 1 1001 东南南南南西西西西北 鬼3 有将 胡东胡北
421 0 1 1011 南南南南西西北 鬼0 有将 胡东胡西胡北
421 2 0 -1 南南南南西西北 鬼2 无将 胡了
421 4 0 1011 南南南南西西北 鬼4 无将 胡东胡西胡北
421 4 1 -1 南南南南西西北 鬼4 有将 胡了
421 1 0 1011 南南南南西西北 鬼1 无将 胡东胡西胡北
421 1 1 -1 南南南南西西北 鬼1 有将 胡了
421 3 1 1011 南南南南西西北 鬼3 有将 胡东胡西胡北
430 0 1 1001 南南南南西西西 鬼0 有将 胡东胡北
430 2 0 -1 南南南南西西西 鬼2 无将 胡了
430 4 0 1011 南南南南西西西 鬼4 无将 胡东胡西胡北
430 4 1 -1 南南南南西西西 鬼4 有将 胡了
430 1 0 1011 南南南南西西西 鬼1 无将 胡东胡西胡北
422 0 0 1000 南南南南西西北北 鬼0 无将 胡东
430 1 1 -1 南南南南西西西 鬼1 有将 胡了
422 0 1 -1 南南南南西西北北 鬼0 有将 胡了
430 3 1 1011 南南南南西西西 鬼3 有将 胡东胡西胡北
422 2 1 1011 南南南南西西北北 鬼2 有将 胡东胡西胡北
422 4 0 -1 南南南南西西北北 鬼4 无将 胡了
422 1 0 -1 南南南南西西北北 鬼1 无将 胡了
422 3 0 1011 南南南南西西北北 鬼3 无将 胡东胡西胡北
422 3 1 -1 南南南南西西北北 鬼3 有将 胡了
